atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,repImgUrl,repImgTpCd,repImgThumb,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrMaxPrc2,sameAddrMinPrc2,sellrNm
2424381767,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,저/23,62000,0,"6억 2,000",110,84.98,남동향,24.05.18.,/20240518_184/land_naver_1716013848508jE5GH_JPEG/KakaoTalk_20200702_140301345_29.jpg,10,f130_98,37.515991,126.842975,"확장,시스템에어컨,중앙공원탁트인뷰,로얄동","['4년이내', '융자금없는', '대단지']",204동,0,2,0,24A01B1N9d13dd9813d536ebbcbb5bdc0b50b978366a40dfdba3a673146246d17bc6690d,"6억 2,000","6억 2,000",bizmk,매경부동산,2,명가공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2423186988,1147010300,단지내상가,R0,D02,D02,상가,A1,매매,OWNER,2/2,45000,0,"4억 5,000",44,25.77,북동향,24.05.12.,,,,37.517879,126.844215,현 1층,"['4년이내', '고층', '주차가능', '총2층']",,0,1,0,,,,SERVE,부동산써브,1,열린부동산컨설팅공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2423161160,1147010300,해태,R0,A01,A01,아파트,A1,매매,OWNER,16/18,58000,0,"5억 8,000",107,84.93,동향,24.05.11.,,,,37.52142,126.84322,깨끗하고 도로접근도 용이합니다. 강서초가능,"['25년이내', '방세개', '화장실한개', '고층']",101동,0,1,0,,,,ten,텐컴즈,1,가람공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424198776,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,중/21,110000,0,11억,110,84.97,남동향,24.05.17.,/20240517_91/land_naver_17159275342193I5dj_JPEG/106-3.jpg,10,f130_98,37.516281,126.841535,,"['4년이내', '대단지', '방세개']",106동,0,1,0,,,,bizmk,매경부동산,1,두산위브공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424886885,1147010300,장수마을동원데자뷰2단지,R0,A01,A01,아파트,A1,매매,DOC,5/13,84000,0,"8억 4,000",107,84.01,남향,24.05.21.,,,,37.522113,126.846052,"확장형,인테리어 잘 된 집. 주인거주, 입주일협의","['25년이내', '방세개', '화장실두개', '중층']",202동,0,2,0,22A01A1N7822c61fe7ad3d76da4d4004669db3aeb6150d7715e53a173d758075f262cd08,"8억 4,000","8억 3,000",SERVE,부동산써브,2,청솔공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2425019467,1147010300,단지내상가,R0,D02,D02,상가,B2,월세,DOC,1/1,1000,100,"1,000",37,37.99,북동향,24.05.22.,,,,37.518062,126.846473,"권리무,유동인구 많은 아파트 단지상가,전용넓은상가,업종자유","['25년이내', '1층', '관리비10만원이하', '북동향']",,0,1,0,,,,bizmk,매경부동산,1,두산아이파크부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424923996,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,5/5,35000,0,"3억 5,000",66,66.42,남향,24.05.22.,,,,37.52162,126.842102,넓은 3룸 깔끔한집 아파트 매매,"['25년이상', '탑층', '방세개', '화장실한개']",,0,1,0,,,,ten,텐컴즈,1,서울공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425001461,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,1/4,60000,0,6억,94,78.13,남향,24.05.22.,,,,37.520361,126.846647,신정네거리역 신남중 인근 최저가 쓰리룸 준신축빌라 매매 입주협의,"['25년이내', '1층', '방세개', '화장실두개']",,0,1,0,,,,SERVE,부동산써브,1,케이비 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2424713319,1147010300,세제뉴타운(주상복합),R0,A01,A01,아파트,A1,매매,DOC,4/10,43000,0,"4억 3,000",86,57.32,남향,24.05.21.,,,,37.519823,126.84137,정상입주 남향 수리함,"['25년이내', '방세개', '화장실한개', '중층']",1동,0,1,0,,,,ten,텐컴즈,1,골드공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425100297,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,6/6,18500,0,"1억 8,500",31,27.24,남동향,24.05.22.,,,,37.521696,126.843949,풀옵션 전용넓음 방1거실1,"['10년이내', '화장실한개', '소형평수', '탑층']",,0,1,0,,,,SERVE,부동산써브,1,신월탑공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2422928350,1147010300,신월신도1차,R0,A01,A01,아파트,A1,매매,OWNER,8/15,68000,0,"6억 8,000",100,80.19,동향,24.05.10.,,,,37.517867,126.846819,급매.기본형.로얄층.탁트인뷰.상태깨끗.갭투또는실입,"['25년이내', '급매', '방세개', '화장실두개']",102동,0,2,0,28A01A1N65a9ab9aafe88c4aa0eb50ac80b731bbd383ec7ada7d8454ea675550c082ed45,"6억 8,000","6억 8,000",bizmk,매경부동산,1,롯데단지내 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2423044421,1147010300,신월대성유니드,R0,A01,A01,아파트,A1,매매,OWNER,8/15,67000,0,"6억 7,000",95,76,동향,24.05.10.,,,,37.520171,126.840969,올수리까스별도 일반관리비포함,"['25년이내', '올수리', '방세개', '화장실두개']",104동,0,2,0,27A01A1N896dbf3a06ec01f861626f1810404bc13f71629e770ca50fa951dbd4cfd11f4d,"6억 8,500","6억 7,000",ten,텐컴즈,1,드림공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426104466,1147010300,스카이캐슬,R0,A01,A01,아파트,B1,전세,DOC,중/14,33000,0,"3억 3,000",67,52.82,남서향,24.05.28.,/20240528_215/land_naver_1716872304291NUMAq_JPEG/66554e994c7d3_origin.jpg,10,f130_98,37.520542,126.844645,"아파트3룸,2호선역세권,신정두산위브건너편,교통,인프라최고,학세권","['10년이내', '화장실두개', '방세개']",1동,0,1,0,,,,toad,피터팬의 좋은방구하기,1,조이공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'toad', 'mobileArticleUrl': 'https://www.peterpanz.com/rd/rd.php?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2423167272,1147010300,일반상가,R0,D02,D02,상가,B2,월세,OWNER,1/5,1000,110,"1,000",42,42.97,북서향,24.05.11.,,,,37.5201,126.843779,"무권리 깔끔한 1층 내부화장실O 공방, 카페, 사무실, 애견용품샵 추천","['10년이내', '1층', '관리비10만원이하', '주차가능']",,0,1,0,,,,SERVE,부동산써브,1,복들어오는공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2423044484,1147010300,신월대성유니드,R0,A01,A01,아파트,A1,매매,OWNER,5/15,75000,0,"7억 5,000",105,84.3,남향,24.05.10.,,,,37.520171,126.840969,올수리  주인거주까스별도 일반관리비포함,"['25년이내', '올수리', '방세개', '화장실두개']",104동,0,1,0,,,,ten,텐컴즈,1,드림공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424883156,1147010300,다가구,R0,C03,C03,단독/다가구,A1,매매,DOC,3/B1,170000,0,17억,167,297.81,남향,24.05.21.,,,,37.523241,126.848651,준신축급 워룸 주인세대 있음 신정역 도보 가능,"['10년이내', '방네개이상', '화장실네개이상', '주차가능']",,0,1,0,,,,gongsilclub,공실클럽,1,스피드공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'gongsilclub', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424878691,1147010300,단지내상가,R0,D02,D02,상가,A1,매매,DOC,2/2,35000,0,"3억 5,000",88,44.81,남향,24.05.21.,,,,37.518765,126.847574,,"['10년이내', '고층', '주차가능', '총2층']",,0,1,0,,,,bizmk,매경부동산,1,롯데랜드공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424878312,1147010300,단지내상가,R0,D02,D02,상가,A1,매매,DOC,2/2,35000,0,"3억 5,000",45,45.7,,24.05.21.,,,,37.518765,126.847574,,"['15년이내', '고층', '총2층']",,0,1,0,,,,bizmk,매경부동산,1,롯데랜드공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424888226,1147010300,빌라,R0,C02,C03,빌라,B2,월세,DOC,2/6,4000,90,"4,000",70,62.98,동향,24.05.21.,,,,37.522455,126.84225,"신월동 쓰리룸 월세, 컨디션양호,교통양호, 입주협의,빠른입주가능","['15년이내', '방세개', '화장실한개', '저층']",,0,1,0,,,,toad,피터팬의 좋은방구하기,1,평강부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'toad', 'mobileArticleUrl': 'https://www.peterpanz.com/rd/rd.php?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2424844970,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,2/5,17500,0,"1억 7,500",35,29.91,북향,24.05.21.,,,,37.522074,126.844721,"주인거주, 깔끔 ,더블역세권도보10분, 조용한주택가에 위치,주차가","['15년이내', '소형평수', '방두개', '화장실한개']",,0,1,0,,,,SERVE,부동산써브,1,청솔공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2424849553,1147010300,복합상가,R0,D02,D02,상가,A1,매매,DOC,1/6,37000,0,"3억 7,000",40,37.96,북향,24.05.21.,,,,37.521585,126.841118,대로변 .버스노선 많아요,"['25년이내', '1층', '주차가능', '북향']",,0,1,0,,,,bizmk,매경부동산,1,목동래미안공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424758155,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,B1/4,8000,0,"8,000",27,27.83,서향,24.05.21.,,,,37.522023,126.845224,세안고매매 공주가1억미만,"['25년이상', '소형평수', '방두개', '화장실한개']",,0,1,0,,,,ten,텐컴즈,1,서울공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424460046,1147010300,해태,R0,A01,A01,아파트,A1,매매,DOC,3/18,60000,0,6억,107,84.93,동향,24.05.20.,,,,37.52142,126.84322,방3화2 주인거주 수납가능한 앞뒤베란다 교통편리,"['25년이내', '방세개', '화장실두개', '세대당1대']",101동,0,1,0,,,,ten,텐컴즈,1,부영공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424840708,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,4/5,22300,0,"2억 2,300",37,29.91,서향,24.05.21.,,,,37.522959,126.846769,신정네거리역 도보가능 신정네거리 상권 이용편리한 7년내 신축급빌라,"['10년이내', '소형평수', '방두개', '화장실한개']",,0,2,0,21C02A1Nb9705245eb0c1585f3a0143240a3dd97a6c867e05ef734a016f6169497645890,"2억 2,300","2억 2,000",bizmk,매경부동산,1,샛별공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424703980,1147010300,상가주택,R0,D05,C03,상가주택,B2,월세,DOC,2/6,4000,90,"4,000",70,62.98,동향,24.05.21.,,,,37.522455,126.84225,근생 엘베 교통편의,"['15년이내', '방세개', '화장실한개', '주차가능']",,0,1,0,,,,SERVE,부동산써브,1,신월탑공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2423982337,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,A1,매매,OWNER,중/20,110000,0,11억,112,84.96,남서향,24.05.16.,/20240516_190/land_naver_1715848944168PpCjj_JPEG/KakaoTalk_20230803_150640148_13.jpg,10,f130_98,37.518115,126.847256,,"['15년이내', '방세개', '화장실두개']",106동,0,1,0,,,,bizmk,매경부동산,1,롯데단지내 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424838946,1147010300,빌라,R0,C02,C03,빌라,B2,월세,DOC,저/6,4000,90,"4,000",75,62.98,남동향,24.05.21.,,,,37.522455,126.84225,"내부상태좋음,밝은집,옵션이좋음,빠른입주가능","['15년이내', '화장실한개', '방세개', '주차가능']",,0,1,0,,,,SERVE,부동산써브,1,삼성공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2423867501,1147010300,신정뉴타운롯데캐슬,R0,A01,A01,아파트,A1,매매,NDOC1,고/20,120000,0,12억,153,116.37,남향,24.05.16.,,,,37.518923,126.847877,방4화2 46확장형 남향 에어컨2대 신정네거리역도보가능 조정가능,"['15년이내', '대형평수', '방세개', '화장실두개']",108동,0,1,0,,,,sunbang,선방,1,래미안으뜸공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424755319,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,4/6,30000,0,3억,49,49.56,남향,24.05.21.,/20240521_17/land_naver_1716264391808vCQaj_JPEG/hg00523_0_132626703.jpg,10,f130_98,37.522455,126.84225,준신축급 올수리 주인거주,"['15년이내', '올수리', '소형평수']",,0,1,0,,,,ten,텐컴즈,1,서울공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424840678,1147010300,빌라,R0,C02,C03,빌라,A1,매매,DOC,3/6,26000,0,"2억 6,000",39,28.26,동향,24.05.21.,/20240521_65/land_naver_1716269257769ps37o_JPEG/1716264735608819.jpg,10,f130_98,37.52193,126.843806,신축 2룸 매매 완전 할인,"['4년이내', '화장실한개', '소형평수']",,0,1,0,,,,NEONET,부동산뱅크,1,다올부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424648477,1147010300,우창(주상복합),R0,A01,A01,아파트,A1,매매,DOC,3/6,40000,0,4억,95,82.61,북향,24.05.20.,,,,37.52071,126.841741,급매 수리함 위치좋아요  입주협의 가능,"['25년이내', '급매', '방세개', '화장실두개']",1동,0,1,0,,,,ten,텐컴즈,1,골드공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2422834416,1147010300,단독,R0,C03,C03,단독/다가구,B1,전세,OWNER,1/2,12000,0,"1억 2,000",40,35,남향,24.05.10.,,,,37.520206,126.846388,,"['25년이상', '융자금없는', '1층', '소형평수']",,0,1,0,,,,SERVE,부동산써브,1,열린부동산컨설팅공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2422920706,1147010300,단지내상가,R0,D02,D02,상가,B2,월세,OWNER,2/2,1000,120,"1,000",44,25.77,동향,24.05.10.,,,,37.517879,126.844215,"무권리, 3천세대  대단지  배후수요","['4년이내', '융자금없는', '고층', '관리비20만원이하']",,0,2,0,24D02B2N8a27b92d35600e0a49a8e30c6e83abe5caf5b8694ba16ae038b1f0efcbde7f96,"1,000","1,000",bizmk,매경부동산,1,로얄센트럴공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,120,120,
2422883140,1147010300,일반상가,R0,D02,D02,상가,B2,월세,OWNER,B1/4,3000,150,"3,000",186,186,남동향,24.05.10.,,,,37.523152,126.846077,사진첨부 리모델링 완벽 양강초 대로변 노출 확실한 이쁜 건물,"['25년이상', '융자금적은', '지하층', '주차가능']",,0,1,0,,,,NEONET,부동산뱅크,1,초이스공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2422852642,1147010300,다가구,R0,C03,C03,단독/다가구,B2,월세,OWNER,1/2,5000,30,"5,000",46,46.39,남향,24.05.10.,,,,37.520206,126.846388,즉시입주.신정네거리역 도보.올수리해서 깨끗.방3 화장실 다용도실,"['25년이상', '융자금없는', '올수리', '1층']",,0,1,0,,,,NEONET,부동산뱅크,1,정원부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424599359,1147010300,일반상가,R0,D02,D02,상가,B2,월세,DOC,3/3,2000,140,"2,000",228,228.4,남향,24.05.20.,,,,37.52215,126.841701,사진O 신월동 초등학교앞 접근성 좋은 대로변 남향 상가 나왔습니다,"['25년이내', '고층', '주차가능', '총3층']",,0,1,0,,,,NEONET,부동산뱅크,1,차씨네부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424597790,1147010300,일반상가,R0,D02,D02,상가,B2,월세,DOC,1/2,2500,130,"2,500",49,49.5,남향,24.05.20.,,,,37.520385,126.844463,유동인구 많습니다    사거리 코너   교통상황 좋습니다,"['25년이상', '1층', '관리비10만원이하', '주차가능']",,0,1,0,,,,bizmk,매경부동산,1,해누리공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
